duration_min,explicit,release_month,decade,release_precision,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,time_signature
1.6424383149190067,False,1,1960,day,0.4233509851614218,0.39253114006628836,-16.85203866984859,0.05273176965135327,0.39343803102662056,8.639177276277926e-05,0.04877526288409168,0.44838310993744823,114.80310382699234,7,0,4
10.535425008211323,True,1,1970,month,0.4752491246531932,0.13590331030845457,-7.577423368223165,0.04048998500224825,0.4102796685433963,0.00011822834875439825,0.03524137810389598,0.8172252884134363,139.1786427940514,0,0,4
4.608609927409073,False,2,1950,month,0.5393613239347713,0.16018671291997022,-6.1883346883829535,0.016137306534815835,0.4173301336397729,0.00012060132058448963,0.10801946660799165,0.33002676278159365,101.77014512143724,10,1,4
3.1952989382158363,False,9,2010,day,0.5244624424835838,0.3858835840616902,-12.860451664165401,0.013597184414400335,0.4698470251858305,0.00014002801505590126,0.03210840617339383,0.7391936787441055,106.3600124365838,5,1,4
0.593687046618212,False,3,1930,month,0.26909587773301263,0.4545487499111171,-12.950210738797507,0.03915056961847543,0.5476359635894461,0.00020624618878984486,0.004404331755992903,0.5356077757527874,122.55766535166468,11,1,4
0.5935870217011181,True,1,2020,year,0.4210825286330304,0.2901083054339106,-9.270608851739757,0.08645706495224158,0.8907779784422477,6.930651678526561e-05,0.33607459471549456,0.35358713317960433,87.46771403354634,1,1,3
0.20943569013038238,False,5,1990,month,0.658039220493806,0.3849251747655956,-12.783598680202978,0.12609543432053022,0.45957025060239054,0.00013102566703241108,0.07943942239185857,0.37160922992027295,85.98900453502591,1,1,4
7.039308025679788,False,7,2020,month,0.4846180795678484,0.265502880216004,-10.930663073129113,0.004813598241769366,0.2512827523213282,9.654093803239629e-05,0.2310663495741522,0.16507438005302844,122.61905671386826,6,1,4
3.216787537695426,True,6,1970,year,0.7265095435600534,0.39478911292624347,-0.10139105416742211,0.007233281415113171,0.5088009321161996,2.0658138899841825e-05,0.09394153599901853,0.35244205641768406,106.1010473907566,9,0,4
4.309375215966066,False,12,1960,month,0.6259677409000547,0.1522765658763387,-11.835128503729983,0.12451244516705351,0.5071992296399619,2.6025386330002307e-06,0.39865178534436074,0.2620397588616837,96.97009786211689,0,1,3
0.1,False,1,2000,day,0.43419425825124625,0.4692458423191434,-12.391700760106112,0.057354931393775066,0.7668580150432219,3.3483152327548075e-05,0.09544761291136564,0.37570499592040224,127.0674634589464,5,1,4
12.262451163054092,False,5,1920,day,0.3968072808049516,0.45733129551966495,-13.837709028175794,0.09225772835281121,0.5439134311384806,5.852505549570333e-05,0.12453854033840937,0.40653817779236917,98.76156681784013,6,1,4
6.252503401741363,False,5,1960,year,0.30156147586627075,0.6203313690836377,-6.879040142500315,0.009736910133649659,0.44227485535441635,9.599969453743119e-05,0.08697691737157401,0.2736788194730114,109.5097540090215,7,0,4
0.8354066883713145,False,6,1970,year,0.30562074761011643,0.5172373183202167,-11.506120866090514,0.03808627249238248,0.4063766457554843,0.0001896848891656341,0.04823239111193026,0.43563844081983677,97.07739064054974,6,0,4
0.7023764606238218,False,3,1960,day,0.48307169027378066,0.5135330887852889,-13.84686519160713,0.05193448347955649,0.6189828384081725,2.184616743075443e-05,0.23685786450526133,0.7351717132680274,121.06874372499648,5,0,4
0.7091399799128997,False,5,1970,day,0.4683549538281875,0.2469873568387919,-3.993479838634939,0.049010711413014635,0.5356315584199701,1.3415992141991448e-05,0.15580350511214985,0.8018311887429491,141.64152385433547,8,0,4
1.26963805311167,False,7,1970,year,0.4693867759706831,0.2772227961090991,-3.501984977431814,0.022553711194669566,0.6051299476092377,0.0003309893784984978,0.0026948521195573785,0.22976606556864532,77.7792014133577,2,1,4
2.6037474080129908,False,5,1980,day,0.6282991693859554,0.369258142344713,-13.602117828693526,0.0006671288089698438,0.38215616726385376,1.1433910210774867e-05,0.3910354077098778,0.5621445640217363,117.25315377501292,10,0,4
1.9793797337311783,False,5,1950,day,0.322410300178158,0.40100502128528037,-19.932699756803082,0.03760314529689886,0.5454023818812823,6.510288812117677e-05,0.07692368812296835,0.5577534993730052,132.131768837727,5,1,4
