duration_min,explicit,release_year,release_month,decade,release_precision,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,time_signature
4.577565243852093,False,2009,12,1940,year,0.44154931087315735,0.3860158138445408,-8.508008895556582,0.11839046152571873,0.25069711609052453,6.48969905097928e-05,0.10457465470635166,0.7860944054067229,95.96159719541565,9,0,4
5.765719019562482,False,2004,10,1940,year,0.38433756133043284,0.30299534403086814,-12.06983473832091,0.015818596016138258,0.39520813810129535,9.945039992448852e-05,0.22420782991826232,0.36090313771165333,139.55606866902693,11,0,4
1.209304292008408,True,1971,3,2000,year,0.7049800142853776,0.35210434199485247,-20.450519088559176,0.02189642177169762,0.510954630017857,5.871753758696237e-06,0.22572461462100235,0.6155394010164731,135.033070067542,11,1,4
12.262451163054092,False,2019,5,1920,day,0.3968072808049516,0.45733129551966495,-13.837709028175794,0.09225772835281121,0.5439134311384806,5.852505549570333e-05,0.12453854033840937,0.40653817779236917,98.76156681784013,6,1,4
1.5034866553407538,False,1982,1,1930,month,0.6249087861574307,0.4884983656948521,-3.8976947410482605,0.003076448395762996,0.21699176994115832,8.530010754242492e-05,0.11949191776907313,0.49739102473992475,80.33061003927624,6,1,4
4.608609927409073,False,1936,2,1950,month,0.5393613239347713,0.16018671291997022,-6.1883346883829535,0.016137306534815835,0.4173301336397729,0.00012060132058448963,0.10801946660799165,0.33002676278159365,101.77014512143724,10,1,4
7.92484927250181,False,1994,6,1970,day,0.45377599605428875,0.19962042418236986,-10.957996259290335,0.10539089508562181,0.3680921089190955,0.0001764063990935424,0.17654542609312532,0.43221153589117894,111.53632321207652,11,1,4
5.158614883524776,False,1939,11,1930,month,0.5598355191706141,0.3856877952560322,-0.6216625510801776,0.0024860730724620647,0.545712748615784,0.00013256346396548662,0.1052235707379567,0.33295192580995064,95.79742522703435,11,1,4
0.531643517372201,False,1956,11,1970,month,0.5464661104227722,0.48342582300129994,-7.203133585217483,0.05840338200809792,0.598031452468707,7.050814197840705e-05,0.12438439747595706,0.6330502005923186,118.96263302271751,0,1,4
1.5442944983545455,False,1985,2,2020,year,0.5540168479068144,0.3171040434502336,-10.429237912559877,0.03379024141755151,0.44486218282068124,4.7455672081713415e-05,0.13778703376705098,0.5709916272284781,96.65689017257904,10,1,4
0.9093180492108791,False,1952,9,1940,year,0.5923436512212107,0.7356847184072256,-13.391508769730152,0.07235543619444051,0.6712309026346667,3.5143981673243974e-05,0.016800615794350614,0.5735056894400103,150.6490843311463,6,1,4
2.5888759357204347,False,1991,11,1940,day,0.7307186497484802,0.30974100272169314,-7.566384704319086,0.11260893539835685,0.7040328361360256,6.035029631193422e-06,0.02700365222435947,0.560174137685552,120.61926642330198,6,1,4
1.5819107463843682,False,1935,8,1940,year,0.2921194248132465,0.4145439898833602,-7.132605440430031,0.02487162343123732,0.5755068015447056,0.0003006445878906102,0.15024500707972804,0.5425026884036024,81.48416433127,10,1,4
2.738424791227111,False,1948,2,1920,year,0.3703345731866104,0.5722816821401339,-16.029125644425925,0.041243684642295865,0.2892299712329477,4.1446337229466075e-05,0.3054269999662034,0.5623602779580492,136.17561346980494,0,0,4
2.6399779356788113,False,1984,9,1970,month,0.6797175513991355,0.1575508323921421,-9.56366335300528,0.021386012575452445,0.5262094524390212,6.602817831082568e-05,0.4876720688660861,0.541933217748845,132.7908246233805,4,1,4
0.9700068474590418,False,1927,10,1920,month,0.2920561061115442,0.5879896253464686,-2.931361450417503,0.09524856500743428,0.6289048652314785,0.0001717510906204938,0.22992750841061688,0.3998357326817518,97.5241075751762,2,1,4
2.1312714075092125,False,1935,5,1940,day,0.47716458553159724,0.6300944751580487,-16.655859646403904,0.00898360004036575,0.7916093679262672,8.808938680938833e-05,0.11519323717373346,0.5476051562257327,122.31818675829655,0,0,4
0.39958602317153047,True,1958,7,1970,year,0.7257360985832975,0.15546282170256187,-6.161722870630819,0.022664240514284978,0.5174961557671616,0.00020550460368743374,0.16082566908283405,0.3921419974259191,116.68212975776981,4,1,3
2.352952383157727,False,1955,8,2020,month,0.4477948797350992,0.20812315452656538,-5.036558125050373,0.0008305145696374355,0.509340894057925,5.844315223719653e-05,0.1576902085822949,0.35781447657216026,133.33136361288604,0,0,4
1.3074130358016829,False,2012,6,1940,year,0.30457182083065326,0.6457547855338441,-6.165563049513498,0.057713512471749155,0.5903842034953015,0.00024229373145685692,0.10055380155828056,0.46684459526234573,118.76466545402268,0,1,4
